node_id,skill_tag,question,question_type,difficulty,answer_key
,MySQL,MySQL 主从复制涉及哪几个线程？各自作用是什么？,technical,medium,主节点有 Binlog Dump Thread 发送日志；从节点有 I/O Thread 接收日志存 Relay Log，SQL Thread 解析执行日志。
,MySQL,MySQL 主从复制的基本流程是怎样的？,technical,medium,从节点 I/O 线程连接主节点请求日志，主节点返回日志内容，从节点存入 Relay Log，SQL 线程读取并执行以保证一致。
,MySQL,MySQL 主从复制的流程是什么？,technical,medium,1. Master 写 binlog; 2. Slave I/O 线程读取 binlog 并更新 relay log，记录文件位置和文件名; 3. Slave SQL 线程解析 relay log 并在本地执行。
,MySQL,MySQL 主从复制有哪些模式？,technical,easy,包括异步模式、半同步模式、全同步模式和 GTID 复制模式。
,MySQL,MySQL 常见的高可用方案有哪些？,technical,medium,基于主从复制（Keepalived）、基于 Galera 协议、基于 NDB 协议、基于中间件/Proxy、基于共享存储、基于主机高可用。
,MySQL,MySQL 数据库架构升级的路径是怎样的？,technical,medium,演进路径为：单机 -> 主从（读写分离） -> 双主（解决写瓶颈） -> 分库分表（解决并发和 IO 瓶颈）。
,MySQL,单表数据量大且持续增长导致性能慢，如何优化？,technical,hard,先软优化（参数调优、SQL 改写、索引优化），再硬优化（硬件升级），最后考虑分库分表。避免盲目分库分表，优先缓存、读写分离。
,MySQL,MySQL 分库分表能解决哪些问题？,technical,medium,解决连接数过多、单表海量数据查询性能、单台数据库并发压力、磁盘 IO、网络 IO 及 CPU 瓶颈。
,MySQL,排它锁和共享锁是什么，有什么区别？,technical,easy,排它锁（X 锁）独占，防修改；共享锁（S 锁）允许多读，防写。区别在于是否允许其他事务同时持有及操作权限不同。
,MySQL,MySQL 的行级锁有哪些，作用是什么？,technical,medium,Record Lock（记录锁）、Gap Lock（间隙锁，解决幻读）、Next-Key Lock（临键锁，Record+Gap）。
,MySQL,数据库悲观锁和乐观锁的原理和使用场景有哪些？,technical,medium,乐观锁（版本号/时间戳，适合读多写少）；悲观锁（数据库锁机制，适合写多读少，防止冲突但并发低）。
,MySQL,MySQL 的架构组件主要包含哪些？,technical,medium,主要包括连接器（建立连接、权限管理）、查询缓存（8.0 已删除）、分析器（词法语法分析）、执行器（预处理、优化、执行）、存储引擎等。
,MySQL,SQL 语句的执行过程分为哪几个阶段？,technical,medium,分为预处理阶段（检查表字段、扩展*）、优化阶段（选择成本最小的执行计划）、执行阶段（根据计划读取记录返回给客户端）。
,MySQL,事务的四⼤特性有哪些？,technical,medium,ACID。原子性（全做或全回滚）、一致性（状态正确）、隔离性（并发独立）、持久性（提交后永久保存）。
,MySQL,数据库的事务隔离级别有哪些？,technical,medium,读未提交、读已提交、可重复读、序列化。隔离性递增，逐步解决脏读、不可重复读和幻读问题。
,MySQL,为什么 MySQL 索引使用 B+ 树？,technical,hard,非叶节点仅存索引，树更矮胖减少 I/O；叶子节点链表连接利于范围查询；插入删除效率较高。
,MySQL,你对关系范式有哪些了解？,technical,medium,1NF（列原子性）、2NF（依赖主键）、3NF（消除传递依赖）。旨在减少冗余、提高一致性、避免操作异常。
,MySQL,可以对数据库表做哪些优化？,technical,medium,合理分表、建立索引、避免 Select *、选合适数据类型、少用 NULL、控制单表字段数。
,MySQL,MongoDB 和 MySQL 有哪些区别？,technical,medium,模型（文档 vs 关系）、查询（API vs SQL）、模式（动态 vs 静态）、扩展性（横向分片 vs 主从复制）及应用场景不同。
,MySQL,什么是慢查询？原因是什么？可以怎么优化？,technical,medium,超过超时时间的查询。原因：SQL 复杂、数据量大、缺索引、设计差、资源不足。优化：Explain、加索引、调结构。
,MySQL,Redis 是什么？有哪些特点？,technical,easy,开源基于内存的键值数据库。特点：基于内存读写快、支持持久化（RDB/AOF）、多种数据结构、原子性操作、支持分布式集群、内存淘汰机制。
,MySQL,为什么要使用 Redis 而不仅仅依赖 MySQL？,technical,medium,Redis 高性能高并发，读写极快，适合缓存高频数据，减轻 MySQL 压力。数据结构丰富灵活，支持复杂功能。两者常配合使用，Redis 处理高速访问，MySQL 负责持久化。
,MySQL,Redis 是单线程的吗？,technical,medium,网络请求模块单线程，但程序包含后台线程。2.6 版有 AOF 刷盘等后台线程，4.0 增加 lazyfree 线程。6.0 后网络 I/O 多线程，但命令执行仍为单线程。
,MySQL,Redis 单线程为什么还这么快？,technical,medium,1. 基于内存存储，速度远快于磁盘。2. 非阻塞单线程，无上下文切换和锁竞争开销。3. 高效数据结构（如 SDS）。4. I/O 多路复用机制，单线程处理多连接。
,MySQL,Redis 常见的五种数据类型及其应用场景分别是什么？,technical,medium,String(缓存/计数/锁)、List(队列/点赞顺序)、Set(去重/交集)、Hash(对象存储)、Zset(有序列表)。底层结构根据数据量动态选择（如压缩列表或哈希表）。
,MySQL,String 类型的底层实现及典型应用场景是什么？,technical,easy,底层为 SDS。场景：缓存对象 JSON、计数（原子性）、分布式锁（SETNX）、共享 Session。常用命令 get/set/del。
,MySQL,List 类型的底层数据结构演变及应用场景是什么？,technical,hard,早期压缩列表/双向链表，3.2 后统一为 quicklist，7.0 废弃压缩列表用 listpack。场景：朋友圈点赞顺序、消息队列（Lpush/Rpop）。
,MySQL,Set 类型的底层实现及典型应用场景是什么？,technical,medium,底层整数集合或哈希表。场景：点赞（文章 ID 存用户 ID）、共同关注（求交集）、抽奖活动（自动去重）。
,MySQL,Hash 类型的底层实现及适用场景是什么？,technical,easy,底层压缩列表或哈希表。适合存储对象属性，节省内存。常用于存储用户信息、商品详情等结构化数据。
,MySQL,Redis Hash 类型的应用场景是什么？,technical,easy,适合存储频繁变化的属性，如购物车（用户 id 为 key，商品 id 为 field，数量为 value）。
,MySQL,Redis Zset 类型的底层数据结构是什么？,technical,medium,由压缩列表或跳表实现。
,MySQL,Redis Zset 的典型应用场景有哪些？,technical,easy,需展示最新列表、排行榜场景，如成绩排名、游戏积分、商品销量排名等。
,MySQL,Redis 跳表的查找过程是怎样的？,technical,hard,从最高层开始遍历，比较权重和 SDS 数据，满足条件访问下一节点，否则沿 level 指针下移。
,MySQL,Redis 新增的四种数据类型及其用途分别是什么？,technical,medium,"BitMap(二值统计), HyperLogLog(基数统计), GEO(地理位置), Stream(消息队列)。"
,MySQL,Redis GEO 类型的底层实现原理是什么？,technical,hard,底层由 Zset 实现，使用 GeoHash 编码将经纬度转换为 Zset 元素权重分数。
,MySQL,Redis 中 SDS 相比 C 字符串有什么优势？,technical,medium,可存二进制，头部保长度 O(1) 获取，支持动态扩容，不受空字符限制。
,MySQL,Redis 双端链表的优缺点是什么？,technical,medium,优：两端插入删除 O(1)。缺：内存不连续 CPU 缓存差，节点开销大。
,MySQL,什么是压缩列表的连锁更新问题？,technical,hard,元素变多或变大导致内存重分配，影响后续节点性能。Quicklist/Listpack 规避了此问题。
,MySQL,Redis 哈希表如何解决哈希冲突？,technical,easy,采用拉链法，将相同哈希值的数据串起来形成链表。
,MySQL,跳表为什么能实现 O(logN) 的查找复杂度？,technical,medium,在链表基础上改进为多层有序链表，通过多层索引快速定位。
,MySQL,Quicklist 和 Listpack 是如何解决压缩列表问题的？,technical,hard,Quicklist 是双向链表 + 压缩列表；Listpack 只记当前节点长度，避免连锁更新。
,MySQL,Redis 有哪几种数据持久化方式？,technical,easy,AOF 日志、RDB 快照、混合持久化（Redis 4.0 新增）。
,MySQL,Redis 的 AOF 日志机制是什么？,technical,medium,写后日志，每执行写操作命令追加写入文件，重启时读取构建数据库。
,MySQL,Redis 为什么使用写后日志而不是写前日志？,technical,medium,避免记录错误命令，命令执行后才记录，不阻塞当前写操作。
,MySQL,Redis 的 AOF 写回策略有哪些？,technical,easy,三种策略：Always（每次同步写回，高可靠）、Everysec（每秒写回，平衡性能与可靠性）、No（操作系统控制写回时机，高性能但可能丢数据）。选择取决于对性能和可靠性的权衡。
,MySQL,Redis 中 AOF 的重写机制是什么？,technical,medium,扫描所有键值对生成写操作命令写入新文件，完成后替换旧文件。由后台子进程完成，避免阻塞主线程。核心是“一处拷贝，两处日志”以减少 IO 开销。
