node_id,skill_tag,question,question_type,difficulty,answer_key
,计算机网络,三次握⼿的过程,technical,hard,"TCP 是⾯向连接的协议，所以使⽤  TCP 前必须先建⽴连接，⽽建⽴连接是通过三次握⼿来进⾏的。
server_isn + 1
1、第⼀次握⼿： SYN报⽂：
客户端随机初始化序列号 client_isn  ，放进 TCP⾸部序列号段，然后把 SYN置1。把SYN报⽂发送给服务端，表示
发起连接，之后客户端处于 SYN-SENT 状态。
2、第⼆次握⼿： SYN+ACK 报⽂：
服务端收到客户端的 SYN报⽂之后，会把⾃⼰随机初始化的序号  server_isn  放进TCP⾸部序列号段，「 确认应答
号」填⼊client_isn  + 1 ，把SYN和ACK标志位置为 1。把SYN+ACK 报⽂发送给客户端，然后进⼊  SYN-RCVD 状
态,表示服务器接受了客户端的请求，并希望建⽴连接。
3、第三次握⼿： ACK报⽂：
客户端收到服务端报⽂后，还要向服务端回应 最后⼀个应答报⽂ 。⾸先该应答报⽂  TCP ⾸部  ACK 标志位置为  1 ，
其次「确认应答号 」字段填 ⼊ ，最后把报⽂发送给服务端， 这次报⽂可以携带客户到服务器 的
数据，之后客户端处于 ESTABLISHE"
,计算机网络,什么是半连接队列,technical,easy,"半连接队列（ SYN队列）⽤于存放已经发送了  SYN（同步） 包，但还未完成三次握⼿的连接：服务器第⼀次收到客
户端的  SYN 之后，就会处于   SYN_RCVD  状态，此时双⽅还没有完全建⽴其连接，服务器会把此种状态下请求连接
放在⼀个 队列⾥，我们把这种队列称之为 半连接队列 。
全连接队列（ Accept队列）⽤于存放已经完成三次握⼿，处于完全建⽴连接状态的连接。"
,计算机网络,什么是 SYN攻击,technical,easy,"在 SYN 攻击中，攻击者发送⼤量伪造的  SYN 请求到⽬标服务器，但不完成后续的握⼿过程，从⽽让服务器⼀直等
待确认，消耗服务器的资源（如半连接队列和系统资源），当半连接队列满了之后，后续再收到 SYN报⽂就会丢弃，
导致⽆法与客户端之间建⽴连接。"
,计算机网络,TCP四次挥⼿,technical,easy,TCP  断开连接是通过四次挥⼿来进⾏的，四次挥⼿的过程如下图：
,计算机网络,四次挥⼿的过程,technical,easy,"在挥⼿之前，客户端和服务器都处于 ESTABLISHED  状态
1. 第⼀次挥⼿：假设客户端打算关闭连接，发送⼀个 TCP⾸部FIN被置1的FIN 报⽂给服务端 , 此时客户端处于"
,计算机网络,FIN_WAIT1  状态,technical,medium,"2. 第⼆次挥⼿：服务端收到以后，向客户端发送 ACK应答报⽂，且把客户端的序列号值 +1作为 ACK报⽂的序列号
值，表明已经收到客户端的报⽂了，此时服务端处于 CLOSE_WAIT  状态
3. 第三次挥⼿：等待服务端处理完数据后，向客户端发送 FIN报⽂。此时服务端处于 LAST_ACK   的状态
4. 第四次挥⼿：客户端接收到 FIN报⽂后回⼀个 ACK应答报⽂，之后客户端处于 TIME_WAIT 状态
5. 服务器收到 ACK报⽂后，进⼊ CLOSE 状态，服务器完成连接关闭。
6. 客户端在经过  2MSL  ⼀段时间后，⾃动进⼊ CLOSE 状态，客户端也完成连接的关闭。"
,计算机网络,为什么挥⼿需要四次,technical,medium,"关闭连接时，客户端发送 FIN报⽂，表示其不再发送数据， 但还可以接收数据 。
服务端收到 FIN报⽂，可以直接发送 SYN+AC K报⽂。其中 ACK报⽂是⽤来应答的， SYN报⽂是⽤来同步的。但是关
闭连接时，服务端可能还要数据需要处理和发送，所以先回⼀个 ACK应答报⽂，等到其不再发送数据时，才发送
FIN报⽂给客户端表示同意关闭连接。
从上⾯过程可知：服务端通常需要等待完成数据的发送和处理， 所以服务端的 ACK和FIN⼀般都会分开发送 ，从⽽
⽐三次握⼿导致多了⼀次。"
,计算机网络,为什么需要  TIME_WAIT  状态,technical,hard,"主动发起关闭连接的⼀⽅，才会有  TIME -WAIT 状态。
需要  TIME -WAIT 状态，主要是两个原因：
1. 防⽌历史连接中的数据，被后⾯相同四元组的连接错误的接收；
如果⽹络出现拥塞或延迟，数据包可能会在⽹络中滞留⼀段时间，甚⾄超过了原始连接关闭的时间。如果没有
TIME_WAIT 状态，客户端直接进⼊到 CLOSE状态，这些滞留的数据包可能会被传递给新连接，导致新连接的数据
被旧连接的数据⼲扰。
经过  2MSL 这个时间， ⾜以让两个⽅向上的数据包都被丢弃，使得原来连接的数据包在⽹络中都⾃然消失，再出现
的数据包⼀定都是新建⽴连接所产⽣的。
2. 保证「被动关闭连接」的⼀⽅能被正确的关闭，即保证最后的  ACK 能让被动关闭⽅接收，从⽽帮助其正常关
闭
如果最后的⼀次 ACK报⽂丢失（第四次挥⼿）， 客户端没有 TIME_WAIT  状态，直接进⼊ ClOS E，服务端⼀直在等待
ACK状态，⼀直没有等到，就会重发 FIN报⽂，⽽客户端已经进⼊到关闭状态，在收到服务端重传的  FIN 报⽂后，
就会回  RST 报⽂ ,服务端收到这个  RST 并将其解释为⼀个错误"
,计算机网络,为什么  TIME_WAIT  等待的时间是  2MSL,technical,medium,"1. MSL是 Maximum Segment Lifetime  ，报⽂最⼤⽣存时间，它是任何报⽂在⽹络上存在的最⻓时间，超过这
个时间报⽂将被丢弃。
2. 等待MSL两倍：⽹络中可能存在发送⽅的数据包，当这些发送⽅的数据包被接收⽅处理后⼜会向对⽅发送响
应，所以⼀来⼀回需要等待  2 倍的时间。
3. 1 个 MSL 确保四次挥⼿中主动关闭⽅最后的  ACK 报⽂最终能达到对端； 1 个 MSL 确保对端没有收到  ACK 重
传的  FIN 报⽂可以到达。
4. 2MSL  的时间是从客户端接收到  FIN 后发送  ACK 开始计时的。如果在  TIME -WAIT  时间内，因为客户端的  ACK
没有传输到服务端，客户端⼜接收到了服务端重发的  FIN 报⽂，那么  2MSL  时间将重新计时。"
,计算机网络,TIME_WAIT   过多有什么危害？,technical,easy,"过多的 TIME -WAIT  状态主要的危害有两种：
1. 内存资源占⽤；
2. 对端⼝资源的占⽤，⼀个  TCP 连接⾄少消耗⼀个本地端⼝；
如果发起连接⼀⽅的   TIME_WAIT 状态过多，占满了所有端⼝资源，则会导致⽆法创建新连接。"
,计算机网络,TCP的重传机制,technical,easy,"TCP 实现可靠传输的⽅式之⼀，是通过序列号与确认应答。
在 TCP 中，当发送端的数据到达接收主机时，接收端主机会返回⼀个确认应答消息，表示已收到消息。
但是如果传输的过程中，数据包丢失了，就会使⽤重传机制来解决。
1、超时重传：
设定⼀个计时器，当超过指定的时间后，没有收到对⽅的确认 ACK应答报⽂，就会重发该数据。
超时重传的两种情况如下："
,计算机网络,RTO（Retransmission  Timeout ）：超时重传时间,technical,hard,"RTO较⻓或较短可能发⽣的情况如下：
由上图可知： 超时重传时间 RTO的值  应该略⼤于  报⽂往返 RTT的值，且是动态变化的。
如果超时重发的数据，再次超时⼜要重传的时候， TCP的策略是将超时间隔加倍，也就是 每当遇到⼀次超时重传的
时候，都会将下⼀次超时时间间隔设为先前值的两倍。
2、快速重传：
快速重传（ Fast Retransmit ）机制，它不以时间为驱动，⽽是以数据驱动重传 。
⼯作原理：
当收到三个相同的 ACK报⽂时，会在定时器过期之前，重传丢失的报⽂段。
快速重传解决了超时时间的问题，但还⾯临另外⼀个问题：重传的时候，是重传之前的⼀个，还是重传所有的问
题。
3、SACK（Selective   Acknowledgment, 选择性确认 ）：
为了解决  重传哪些报⽂的问题⽽提出。
这种⽅式需要在  TCP 头部「选项」字段⾥加⼀个  SACK 的东⻄， 可以将已收到的数据的信息发送给「发送⽅」 ，这
样发送⽅就可以知道哪些数据收到了，哪些数据没收到，知道了这些信息，就可以 只重传丢失的数据 。
4、D-SACK（Duplicate  SACK）:
主要使⽤"
,计算机网络,TCP的滑动窗⼝,technical,hard,"1. 什么是窗⼝
TCP每发送⼀个数据，都需要⼀次应答，然后继续发送，这样为每个数据包都进⾏确认应答，缺点是：数据往返时
间越⻓，⽹络吞吐量越低。为了解决这个问题， TCP 引⼊了窗⼝这个概念。即使在往返时间较⻓的情况下，它也不
会降低⽹络通信的效率。⽽窗⼝的⼤⼩呢，就是⽆需等待确认应答，可以继续发送数据的最⼤值。
假设窗⼝⼤⼩为  个 TCP 段，那么发送⽅就可以「连续发送」  个 TCP 段，并且中途若有  ACK 丢失，可以通过
「下⼀个确认应答进⾏确认」。如下图：
窗⼝的实现就是操作系统开辟的⼀个缓存空间，发送⽅主机在等到确认应答返回之前，必须在缓冲区中保留已发送
的数据。如果按期收到确认应答，此时数据就可以从缓存区清除。
图中的  ACK 600 确认应答报⽂丢失，也没关系，因为可以通过下⼀个确认应答进⾏确认，只要发送⽅收到了  ACK
700 确认应答，就意味着  700 之前的所有数据「接收⽅」都收到了。这个模式就叫 累计确认或者累计应答 。
2. 什么决定窗⼝⼤⼩
TCP头部有⼀个字段叫 window，窗⼝⼤⼩。
这个字段是接收端告诉发送端⾃⼰还有多少缓冲区可以接收数据"
,计算机网络,已发送未确认  =,technical,medium,"5. 接收⽅滑动窗⼝
接收窗⼝根据处理的情况划分成三个部分：
#1 + #2 是已成功接收并确认的数据（等待应⽤进程读取 ）
#3 是未收到数据但可以接收的数据
（SND.NXT - SND.UNA)
#4 未收到数据并不可以接收的数据
其中三个接收部分，使⽤两个指针进⾏划分 :
RCV.WND ：表示接收窗⼝的⼤⼩，它会通告给发送⽅。
RCV.NXT ：是⼀个指针，它指向期望从发送⽅发送来的下⼀个数据字节的序列号，也就是  #3 的第⼀个字 节。
指向  #4 的第⼀个字节是个相对指针，它需要
第⼀个字节了。"
,计算机网络,TCP的流量控制机制,technical,medium,"TCP 流量控制的基本原理是使⽤滑动窗⼝机制，其中接收⽅可以通过调整窗⼝⼤⼩来告诉发送⽅其当前处理数据的
能⼒。
1. 接收窗⼝ ：接收⽅维护⼀个接收窗⼝，表示可以接收的数据段的范围。窗⼝⼤⼩可以根据接收⽅的处理能⼒进
⾏调整。
2. 通告窗⼝⼤⼩ ：接收⽅通过  TCP 报⽂中的确认信息，通告当前的接收窗⼝⼤⼩给发送⽅。发送⽅会根据这个
窗⼝⼤⼩来控制发送数据的速率。
3. 窗⼝滑动 ：随着接收⽅处理数据的能⼒，窗⼝可以向前滑动。接收⽅可以通告更⼤的窗⼝，表示它可以接收更
多的数据。
4. 发送速率控制 ：发送⽅会根据接收⽅通告的窗⼝⼤⼩来控制发送数据的速率。如果接收窗⼝变⼩，表示接收⽅
的处理能⼒减弱，发送⽅会减慢发送速率，避免数据拥塞。
5. 动态调整 ：TCP 流量控制是动态的，适应⽹络和接收⽅的变化。如果⽹络拥塞或接收⽅的处理速度变慢，流
量控制可以适时地减少发送速率。"
,计算机网络,TCP的拥塞控制机制,technical,hard,"在⽹络出现拥堵时，如果继续发送⼤量数据包，可能会导致数据包时延、丢失等，这时  TCP 就会重传数据，但是⼀
重传就会导致⽹络的负担更重，于是会导致更⼤的延迟以及更多的丢包，这个情况就会进⼊恶性循环被不断地放
⼤   , 于是，就有了 拥塞控制 ，控制的⽬的就是 避免「发送⽅」的数据填满整个⽹络。
拥塞控制通过 拥塞窗⼝   来防⽌过多的数据注⼊⽹络，使得⽹络中的路由器或者链路过载。
拥塞窗⼝cwnd 是发送⽅维护的⼀个状态变量，根据⽹络拥塞程度⽽变化。
发送窗⼝的值是 swnd = min(cwnd,  rwnd) ，也就是拥塞窗⼝和接收窗⼝中的最⼩值。
⽹络中没有出现拥塞， cwnd增⼤，出现拥塞， cwnd减⼩。
其实只要发送⽅没有在规定时间内接收到  ACK 应答报⽂，也就是发⽣了超时重传，就会认为⽹络出现了拥塞。
拥塞控制的常⻅算法：
1. 慢启动
2. 拥塞避免
RCV.NXT
ssthresh
MSS
3. 拥塞发⽣
4. 快速恢复
1. 慢启动
TCP 在刚建⽴连接完成后，⾸先是有个慢启动的过程，这个慢启动的意思就是⼀点⼀点的提⾼发送数据包的数量。
慢启动的算法记住⼀个"
,计算机网络,(i)如何划分⽹络号和主机号呢？,technical,easy,"表示形式  a.b.c.d/x  ，其中  /x 表示前  x 位属于⽹络号，  x 的范围是  0 ~ 32 ，这就使得  IP 地址更加具有灵活性。
还有另⼀种划分⽹络号与主机号形式，那就是⼦⽹掩码，掩码的意思就是掩盖掉主机号，剩余的就是⽹络号。
将⼦⽹掩码和  IP 地址按位计算  AND，就可得到⽹络号。"
,计算机网络,（ii） 为什么要分离⽹络号和主机号？,technical,easy,"因为两台计算机要通讯，⾸先要判断是否处于同⼀个⼴播域内，即⽹络地址是否相同。如果⽹络地址相同，表明接
受⽅在本⽹络上，那么可以把数据包直接发送到⽬标主机。
路由器寻址⼯作中，也就是通过这样的⽅式来找到对应的⽹络号的，进⽽把数据包转发给对应的⽹络内。"
