node_id,skill_tag,question,question_type,difficulty,answer_key
,计算机网络,为什么  TIME_WAIT  等待的时间是  2MSL,technical,medium,"1. MSL是 Maximum Segment Lifetime  ，报⽂最⼤⽣存时间，它是任何报⽂在⽹络上存在的最⻓时间，超过这
个时间报⽂将被丢弃。
2. 等待MSL两倍：⽹络中可能存在发送⽅的数据包，当这些发送⽅的数据包被接收⽅处理后⼜会向对⽅发送响
应，所以⼀来⼀回需要等待  2 倍的时间。
3. 1 个 MSL 确保四次挥⼿中主动关闭⽅最后的  ACK 报⽂最终能达到对端； 1 个 MSL 确保对端没有收到  ACK 重
传的  FIN 报⽂可以到达。
4. 2MSL  的时间是从客户端接收到  FIN 后发送  ACK 开始计时的。如果在  TIME -WAIT  时间内，因为客户端的  ACK
没有传输到服务端，客户端⼜接收到了服务端重发的  FIN 报⽂，那么  2MSL  时间将重新计时。"
,计算机网络,TIME_WAIT   过多有什么危害？,technical,easy,"过多的 TIME -WAIT  状态主要的危害有两种：
1. 内存资源占⽤；
2. 对端⼝资源的占⽤，⼀个  TCP 连接⾄少消耗⼀个本地端⼝；
如果发起连接⼀⽅的   TIME_WAIT 状态过多，占满了所有端⼝资源，则会导致⽆法创建新连接。"
,计算机网络,(i)如何划分⽹络号和主机号呢？,technical,easy,"表示形式  a.b.c.d/x  ，其中  /x 表示前  x 位属于⽹络号，  x 的范围是  0 ~ 32 ，这就使得  IP 地址更加具有灵活性。
还有另⼀种划分⽹络号与主机号形式，那就是⼦⽹掩码，掩码的意思就是掩盖掉主机号，剩余的就是⽹络号。
将⼦⽹掩码和  IP 地址按位计算  AND，就可得到⽹络号。"
,计算机网络,（ii） 为什么要分离⽹络号和主机号？,technical,easy,"因为两台计算机要通讯，⾸先要判断是否处于同⼀个⼴播域内，即⽹络地址是否相同。如果⽹络地址相同，表明接
受⽅在本⽹络上，那么可以把数据包直接发送到⽬标主机。
路由器寻址⼯作中，也就是通过这样的⽅式来找到对应的⽹络号的，进⽽把数据包转发给对应的⽹络内。"
,计算机网络,（iii） 如何进⾏⼦⽹划分？,technical,medium,"通过⼦⽹掩码划分出⽹络号和主机号，那实际上⼦⽹掩码还有⼀个作⽤，那就是划分⼦⽹。
⼦⽹划分实际上是将主机地址分为两个部分：⼦⽹⽹络地址和⼦⽹主机地址。形式如下：
假设对  C 类地址进⾏⼦⽹划分，⽹络地址  192.168.1.0 ，使⽤⼦⽹掩码  255.255.255.192  对其进⾏⼦⽹划分。
C 类地址中前  24 位是⽹络号，最后  8 位是主机号，根据⼦⽹掩码可知从  8 位主机号中借⽤  2 位作为⼦⽹号（ 对应
4个⼦⽹） 。
划分后的 4个⼦⽹如下："
,计算机网络,那么公有 IP地址由谁管理呢？,technical,easy,"私有  IP 地址通常是内部的  IT ⼈员管理，公有  IP 地址是由  ICANN  组织管理，中⽂叫「互联⽹名称与数字地址分配
机构」。  IANA  是 ICANN  的其中⼀个机构，它负责分配互联⽹  IP 地址，是按州的⽅式层层分配。"
,计算机网络,ARP是如何知道对⽅的 MAC地址的呢？ ARP 是借助  ARP 请求与  ARP 响应两种类型的包确定  MAC  地址的。,technical,medium,"主机会通过⼴播发送  ARP 请求，这个包中包含了想要知道的  MAC  地址的主机  IP 地址。
当同个链路中的所有设备收到  ARP 请求时，会去拆开  ARP 请求包⾥的内容，如果  ARP 请求包中的⽬标  IP 地址与
⾃⼰的  IP 地址⼀致，那么这个设备就将⾃⼰的  MAC  地址塞⼊  ARP 响应包返回给主机。
操作系统通常会把第⼀次通过  ARP 获取的  MAC  地址缓存起来，以便下次直接从缓存中找到对应  IP 地址的  MAC  地
址。  不过， MAC  地址的缓存是有⼀定期限的，超过这个期限，缓存的内容将被清除。"
,计算机网络,络 都要配⼀个  DHCP 服务器？,technical,medium,"为了解决这⼀问题，就出现了  DHCP  中继代理。有了  DHCP  中继代理以后，对不同⽹段的  IP 地址分配也  可以由⼀
个 DHCP 服务器统⼀进⾏管理。
DHCP  客户端会向  DHCP  中继代理发送  DHCP  请求包，⽽  DHCP  中继代理在收到这个⼴播包以后，再以单播的形
式发给  DHCP 服务器。
服务器端收到该包以后再向  DHCP  中继代理返回应答，并由  DHCP  中继代理将此包⼴播给  DHCP  客户端  。
因此， DHCP 服务器即使不在同⼀个链路上也可以实现统⼀分配和管理 IP地址。"
,计算机网络,那不是  N 个私有  IP 地址，你就要  N 个公有  IP 地址？这怎么就缓解了  IPv4 地址耗尽的问题？这不瞎扯吗？,technical,medium,"确实是，普通的  NAT 转换没什么意义。  由于绝⼤多数的⽹络应⽤都是使⽤传输层协议  TCP 或 UDP  来传输数据
的。  因此，可以把  IP 地址  + 端⼝号⼀起进⾏转换。  这样，就⽤⼀个全球  IP 地址就可以了，这种转换技术就叫⽹
络地址与端⼝转换  NAPT。
来看看下⾯的图解：
图中有两个客户端  192.168.1.10  和 192.168.1.11  同时与服务器  183.232.231.172  进⾏通信，并且这两个客户端的
本地端⼝都是  1025。 此时，两个私有  IP 地址都转换  IP 地址为公有地址  120.229.175.121 ，但是以不同的端⼝号
作为区分。
于是，⽣成⼀个  NAPT  路由器的转换表，就可以正确地转换地址跟端⼝的组合，令客户端  A、B 能同时与服务器之
间进⾏通信。  这种转换表在  NAT 路由器上⾃动⽣成。例如，在  TCP 的情况下，建⽴  TCP 连接⾸次握⼿时的  SYN
包⼀经发出，  就会⽣成这个表。⽽后⼜随着收到关闭连接时发出  FIN 包的确认应答从表中被删除。"
,计算机网络,主机不能收到数组包，怎么管理是否是在⼀组呢？,technical,medium,"那么，就需要  IGMP  协议了。
IGMP   是因特⽹组管理协议，⼯作在主机（组播成员） 和最后⼀跳路由之间，如上图中的蓝⾊部分。
IGMP 报⽂向路由器申请加⼊和退出组播组，默认情况下路由器是不会转发组播包到连接中的主机，除⾮主机通过
IGMP  加⼊到组播组，主机申请加⼊到组播组时，路由器就会记录  IGMP  路由器表，路由器后续就会转  发组播包到 对
应的主机了。
IGMP  报⽂采⽤  IP 封装， IP 头部的协议号为  2，⽽且  TTL 字段值通常为  1，因为  IGMP  是⼯作在主机与连接的路由
器之间。"
,计算机网络,数据包表示： “DNS    ⽼⼤哥厉害呀，找到了⽬的地了！我还是很迷茫呀，我要发出去，接下来我需要谁的帮助呢 ?”,technical,medium,"Socket
通过  DNS 获取到  IP 后，就可以把  HTTP 的传输⼯作交给操作系统中的协议栈。协议栈的内部分为⼏个部分，分别
承担不同的⼯作。上下关系是有⼀定的规则的，上⾯的部分会向下⾯的部分委托⼯作，下⾯的部分收到委托的⼯作
并执⾏。
应⽤程序（浏览器）通过调 ⽤ 库，来委托协议栈⼯作。协议栈的上半部分有两块，分别是负责收发数据 的
TCP 和 UDP 协议，它们两会接受应⽤层的委托执⾏收发数据的操作。
协议栈的下⾯⼀半是⽤  IP 协议控制⽹络包收发操作，在互联⽹上传数据时，数据会被切分成⼀块块的⽹络包，⽽
将⽹络包发送给对⽅的操作就是由  IP 负责的。  此外  IP 中还包括  ICMP 协议和  ARP 协议。
ICMP   ⽤于告知⽹络包传送过程中产⽣的错误以及各种控制信息"
,计算机网络,就会有多个  IP 地址，那  IP 头部的源地址应该选择哪个  IP 呢？,technical,medium,"当存在多个⽹卡时，在填写源地址  IP 时，就需要判断到底应该填写哪个地址。这个判断相当于在多块⽹卡中判断
应该使⽤哪个⼀块⽹卡来发送包。这个时候就需要根据路由表规则，来判断哪⼀个⽹卡作为源地址  IP。
在 Linux  操作系统，我们可以使⽤  route  -n 命令查看当前系统的路由表。
第三条⽬⽐较特殊，它⽬标地址和⼦⽹掩码都是   0.0.0.0   ，这表示默认⽹关，如果其他所有条⽬都⽆法匹配，就会
⾃动匹配这⼀⾏。并且后续就把包发给路由器， Gateway  即是路由器的  IP 地址。"
,计算机网络,能⼒！不会害怕在浩瀚的互联⽹迷茫了！可是⽬的地好远啊，我下⼀站应该去哪呢？ ”,technical,easy,⽣成了  IP 头部之后，接下来⽹络包还需要在  IP 头部的前⾯加上  MAC  头部。
,计算机网络,tcpdump 和Wireshark ，那这两者有什么区别呢？,technical,easy,"两者经常搭配使⽤，先⽤  tcpdump 命令在  Linux 服务器上抓包（保存成 .pcap后缀格式的⽂件）， 接着把抓包的⽂
件拖出到 Windows 电脑后，⽤  Wireshark 可视化分析。"
,计算机网络,若TIME_WAIT 等待时间过短，被延迟的数据包抵达后会发⽣什么呢？,technical,medium,"TIME_WAIT 设计为 2MSL，⾜以让两个⽅向上的数据包都被丢弃，使得原来连接的数据包在⽹络中都⾃然消失，再
出现的数据包⼀定都是新建⽴连接所产⽣的。
注：
MSL 全称是  Maximum Segment Lifetime，它定义了⼀个报⽂在⽹络中的最⻓⽣存时间（ 报⽂每经过⼀次路由器
的转发， IP 头部的  TTL 字段就会减  1，减到  0 时报⽂  就被丢弃，这就限制了报⽂的最⻓存活时间）。"
,计算机网络,什么是协议⻆度理解的安全可控呢？,technical,medium,"主要有两点：
（1） 只适⽤于连接发起⽅，也就是  C/S 模型中的客户端；
（2） 对应的  TIME_WAIT  状态的连接创建时间超过  1 秒才可以被复⽤。
使⽤这个选项，还有⼀个前提，需要打开对  TCP 时间戳的⽀持（ 对⽅也要打开  ）。
由于引⼊了时间戳，带来了⼀些好处：
1. 我们在前⾯提到的  2MSL  问题就不复存在了 ，因为᯿复的数据包会因为时间戳过期被⾃然丢弃 ；
2. 同时，它还可以防⽌序列号绕回 ，也是因为 ᯿复的数据包会由于时间戳过期被⾃然丢弃 。
时间戳是在  TCP 的选项字段⾥定义的，开启了时间戳功能，在  TCP 报⽂传输的时候会带上发送报⽂的时间戳。"
,计算机网络,从输⼊ URL到⻚⾯展示发⽣了什么？,technical,hard,"1. URL 输⼊：⽤户在浏览器的地址栏中输⼊   URL，例如   ""https:// www.example.com ""。
2. 域名解析 ：浏览器通过域名系统（ DNS）将域名解析为   IP 地址，以确定要连接的服务器位置。
3. 建⽴连接 ：浏览器使⽤解析得到的  IP 地址，与服务器建⽴⽹络连接。这通常涉及使⽤  TCP 协议进⾏三次握
⼿。
4. 发送请求 ：浏览器向服务器发送   HTTP   请求，请求服务器的⽹⻚内容。请求中包含了要访问的路径、⽅法
（GET、POST等）、头部信息等。
5. 服务器处理 ：服务器接收到请求后，根据请求的内容和路径，处理请求并返回响应。服务器可能从数据库中获
取数据，⽣成动态内容，然后将响应发送回浏览器。
6. 接收响应 ：浏览器接收到服务器的响应，响应包含了  HTTP  状态码、头部信息和⻚⾯内容等。
7. 解析和渲染 ：浏览器开始解析响应内容，构建⽂档对象模型（ DOM）和渲染树。它解析  HTML、CSS 和
JavaScript ，并确定⻚⾯的结构、样式和⾏为。
8. ⻚⾯渲染 ：浏览器使⽤渲染树和样式信息，将⻚⾯内容绘制到"
,计算机网络,<协议>：//<主机>：<端⼝>/<路径>?<参数>,technical,hard,"Host: example.com
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64;  x64) AppleWebKit/537.36 (KHTML, like
Gecko) Chrome/88.0.4324.96 Safari/537.36
Accept:
text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,
*/*;q=0.8
Content-Type: application/json
Authorization: Bearer <token>
GET /example/index.html  HTTP/1.1
Host: example.com
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like
Gecko) Chrome/88.0.4324.96 Safari/537.36
Accept:
"
,计算机网络,分属于两个不同⻚⾯的包，被合并在了⼀起，那客户那边如何区分它们呢？ 这就是粘包问题。,technical,hard,"从粘包问题我们更可以看出为什么 tcp被称为流协议，因为它就跟⽔流⼀样，是没有边界的，没有消息的边界
保护机制，所以 tcp只有流的概念，没有包的概念 。
我们还需要有两个概念：
（1） ⻓连接：  Client⽅与Server⽅先建⽴通讯连接，连接建⽴后不断开，   然后再进⾏报⽂发送和接收。
（2） 短连接：Client⽅与 Server每进⾏⼀次报⽂收发交易时才进⾏通讯连接，交易完毕后⽴即断开连接。此种⽅
式常⽤于⼀点对多点  通讯，⽐如多个 Client连接⼀个 Server。
实际，我想象的 关于粘包的场景是不对的 ，http连接是短连接，请求之后，收到回答，⽴⻢断开连接，不会出现
粘包。  拆包现象是有可能存在的。
处理拆包 这⾥提供两种⽅法：
（1） 通过包头 +包⻓+包体的协议形式，当服务器端获取到指定的包⻓时才说明获取完整。   （2） 指定包的结束
标识，这样当我们获取到指定的标识时，说明包获取完整。
处理粘包 我们从上⾯的分析看到，虽然像 http这样的短连接协议不会出现粘包的现象，但是⼀旦建⽴了⻓连接，
粘包还是有可能会发⽣的。处理粘包的⽅法如下：
（1） 发送"
,计算机网络,UDP会不会产⽣粘包问题呢？,technical,medium,"TCP为了保证可靠传输并减少额外的开销（每次发包都要验证）， 采⽤了基于流的传输，基于流的传输不认为消息
是⼀条⼀条的，是⽆保护消息边界的（保护消息边界：指传输协议把数据当做⼀条独⽴的消息在⽹上传输，接收端
⼀次只能接受⼀条独⽴的消息）。 UDP则是⾯向消息传输的，是有保护消息边界的，接收⽅⼀次只接受⼀条独⽴的
信息，所以不存在粘包问题。
举个例⼦：有三个数据包，⼤⼩分别为 2k、4k、6k，如果采⽤ UDP发送的话，不管接受⽅的接收缓存有多⼤，我
们必须要进⾏⾄少三次以上的发送才能把数据包发送完，但是使⽤ TCP协议发送的话，我们只需要接受⽅的接收缓
存有12k的⼤⼩，就可以⼀次把这 3个数据包全部发送完毕。"
,计算机网络,什么是对称加密和⾮对称加密,technical,hard,"对称加密
对称加密也称为私钥加密，使⽤相同的密钥来进⾏加密和解密。
在加密过程中，明⽂数据通过应⽤特定的算法和密钥进⾏加密，⽣成密⽂数据。解密过程则是将密⽂数据应⽤
同样的算法和密钥进⾏解密，恢复为明⽂数据。
由于加密和解密都使⽤相同的密钥，因此对称加密算法的速度通常较快，但密钥的安全性很重要。如果密钥泄
漏，攻击者可以轻易地解密数据。
⾮对称加密
⾮对称加密也称为公钥加密，使⽤⼀对不同但相关的密钥：公钥和私钥。
公钥⽤于加密数据，私钥⽤于解密数据。如果使⽤公钥加密数据，只有拥有相应私钥的⼈才能解密数据；如果
使⽤私钥加密数据，可以使⽤相应公钥解密。
除了加密和解密，⾮对 称加密还⽤于【数字签名】，可以验证消息的来源和完整性。
HTTPS是如何建⽴连接的
HTTPS建⽴连接的⼀般过程：
1. 客户端发送连接请求 ：
当客户端想要与服务器建⽴ HTTPS连接时，它会发送⼀个连接请求到服务器的 443端⼝，表明它想要使
⽤HTTPS进⾏通信。
2. 服务器响应 ：
服务器收到连接请求后，会发送⼀个 CA数字证书  给客户端。这个证书包含了服务器的公钥、证书的颁发
者信息以及其他相关信息。
"
,计算机网络,URL和URI是什么,technical,hard,"URI（Uniform  Resource  Identifier ）：统⼀资源标识符，  URI是⼀个通⽤的术语，⽤于标识任何互联⽹上的资
源，⽆论资源是什么类型。
URL（Uniform  Resource  Locator ）：统⼀资源定位符，  URL是URI的⼀种特殊形式，它不仅标识资源，还提供
了资源的位置信息，即如何定位和获取资源。 URL由以下⼏部分组成：
1. 协议（ Protocol ）：  指定了访问资源的协议，例如 HTTP、HTTPS、FTP等。
2. 域名或 IP地址（ Domain  Name  or IP Address ）：  标识了资源所在的主机或服务器的名称或 IP地址。
3. 端⼝号（ Port Number ）： 指定了服务器上监听资源请求的端⼝号，通常根据协议的默认端⼝。
4. 路径（ Path）：   描述了服务器上资源的具体路径或位置。
5. 查询参数（ Query  Parameters ）：  ⽤于向服务器传递参数，以影响资源的获取或显示。
6. ⽚段标识（ Fragment  Identifier ）：  标识资源中的特定⽚段或位置"
,计算机网络,以下是⼀个示例 URL：https://www.example.com:8080/path/resource?param=value#section,technical,easy,"在这个示例 URL中，协议是 HTTPS，域名是 www.example.com ，端⼝号是 8080，路径是 /path/resource ，查询参
数是 param=value ，⽚段标识是 section。"
,计算机网络,TCP与UDP的区别,technical,easy,"1、连接
TCP是⾯向连接的， 在传输前需要三次握⼿建⽴连接。
UDP不需要连接， 直接发送数据包，没有连接建⽴和关闭的过程。"
,计算机网络,TCP和UDP分别在什么场景使⽤？,technical,easy,"UDP适⽤于实时传输的场景 ：UDP适⽤于对数据传输可靠性要求不⾼的场景，如实时游戏、流媒体等，其中
实时性⽐数据的准确性更为重要。
TCP适⽤于可靠数据传输的场景 ：TCP适⽤于那些对数据传输可靠性要求较⾼的应⽤，如⽂件传输、电⼦邮
件、⽹⻚浏览等。"
,计算机网络,怎么⽤ UDP实现可靠传输,technical,hard,"1. 为什么需要可靠的 UDP
在弱⽹（ 2G、3G、信号不好） 环境下，使⽤  TCP 连接的延迟很⾼，影响体验。使⽤  UDP  是很好的解决⽅
案，既然把  UDP 作为弱⽹⾥⾯的  TCP 来使⽤，就必须保证数据传输能像  TCP ⼀样可靠
2. 如何实现可靠的 UDP
UDP它不属于连接型协议，因⽽具有资源消耗⼩，处理速度快的优点，所以通常⾳频、视频和普通数据在传
送时使⽤ UDP较多，因为它们即使偶尔丢失⼀两个数据包，也不会对接收结果产⽣太⼤影响。传输层⽆法保
证数据的可靠传输，只能通过 应⽤层来实现了。实现的⽅式可以参照 tcp可靠性传输的⽅式，只是实现不在传
输层，实现转移到了应⽤层。关键在于两点，从应⽤层⻆度 考虑：
（1） 提供超时重传，能避免数据报丢失。
（2） 提供确认序列号，可以对数据报进⾏确认和排序。
本端：⾸先在 UDP数据报定义⼀个⾸部，⾸部包含确认序列号和时间戳，时间戳是⽤来计算 RTT(数据报传输
的往返时间 )，计算出合适的 RTO (重传的超时时间 )。然后以等 -停的⽅式发送数据报，即收到对端的确认之后
才发送下⼀个的数据报。当时间超时，本端重"
,计算机网络,Keep -Alive是什么,technical,easy,"HTTP1.0 中需要配置⻓连接，在请求头中配置 Connection:  Keep-Alive , ⽽HTTP1.1 中默认开启了⻓连接"
,计算机网络,TCP KeepAlive 是什么,technical,medium,"TCP  Keep-Alive 是在操作系统和⽹络协议栈级别实现的，它通过发送特定的探测数据包来维护连接的活跃性。
1. 在启⽤  TCP Keep -Alive  的情况下，操作系统会定期发送⼀些特定的探测数据包到连接的另⼀端。这些数据包
通常是空的，没有实际的数据内容。
2. 如果⼀端收到了探测数据包，它会回复⼀个确认（ ACK）数据包。如果⼀段时间内没有收到确认数据包，发送
端将认为连接可能已经断开，从⽽触发连接关闭。
3. TCP Keep-Alive 的主要⽬的是检测连接是否处于空闲状态，即没有实际数据传输。它不仅可以检测到连接断
开，还可以在空闲连接超过⼀定时间时释放连接，从⽽释放资源。"
,计算机网络,TCP的TCP 的 Keepalive  和 HTTP  的 Keep -Alive 是⼀个东⻄吗？,technical,medium,"1. HTTP  的 Keep -Alive，是由应⽤层实现的，称为  HTTP  ⻓连接
每次请求都要经历这样的过程：建⽴  TCP -> 请求资源  -> 响应资源  -> 释放连接，这就是 HTTP短连接，但是这样每
次建⽴连接都只能请求⼀次资源，所以 HTTP  的 Keep-Alive 实现了使⽤同⼀个  TCP 连接来发送和接收多个  HTTP
请求/应答，避免了连接建⽴和释放的开销，就就是  HTTP ⻓连接。
2. TCP 的 Keepalive ，是由 TCP 层（内核态）实现的，称为  TCP 保活机制，是⼀种⽤于在  TCP 连接上检测空闲"
,计算机网络,CDN是什么,technical,easy,"CDN，全称为内容分发⽹络 （Content Delivery  Network） , 过将内容存储在分布式的服务器上，使⽤户可以从
距离较近的服务器获取所需的内容，从⽽减少数据传输的时间和距离，提⾼内容的传输速度、减少延迟和提升⽤户
体验。"
,计算机网络,Cookie和Session 是什么？,technical,medium,"Cookie 和 Session 都⽤于管理⽤户的状态和身份 , Cookie 通过在客户端记录信息确定⽤户身份，  Session 通过
在服务器端记录信息确定⽤户身份。
1. Cookie
Cookie 是存储在⽤户浏览器中的⼩型⽂本⽂件，⽤于在⽤户和服务器之间传递数据。通常，服务器会将⼀个
或多个  Cookie 发送到⽤户浏览器，然后浏览器将这些  Cookie 存储在本地。
服务器在接收到来⾃客户端浏览器的请求之后，就能够通过分析存放于请求头的 Cookie得到客户端特有的信
息，从⽽动态⽣成与该客户端相对应的内容。
2. Session
客户端浏览器访问服务器的时候，服务器把客户端信息以某种形式记录在服务器上。这就是 Session 。Session 主
要⽤于维护⽤户登录状态、存储⽤户的临时数据和上下⽂信息等。"
,计算机网络,Cookie和Session 有什么区别？,technical,medium,"存储位置： Cookie  数据存储在⽤户的浏览器中，⽽  Session  数据存储在服务器上。
数据容量： Cookie  存储容量较⼩，⼀般为⼏  KB。Session  存储容量较⼤，通常没有固定限制，取决于服务器
的配置和资源。
安全性：由于  Cookie  存储在⽤户浏览器中，因此可以被⽤户读取和篡改。相⽐之下， Session  数据存储在服
务器上，更难被⽤户访问和修改。
传输⽅式： Cookie  在每次  HTTP  请求中都会被⾃动发送到服务器，⽽  Session  ID 通常通过  Cookie  或 URL 参
数传递。"
